OBJECTID,CTP Project ID,CTP Project Name,County,TBU Facility,CTP Doc URL,Longitude,Latitude,Transportation Business Unit,District,x,y
1260,MVAPRJ000212,Fire Detection & Suppression Systems,Statewide,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1261,MVAPRJ000189,OIR Facade,Anne Arundel,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,5,-8528414.172,4750001.0794
1262,MTAPRJ002101,BUS War Memorial Hub - Fast Forward,Baltimore City,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=224,-76.61089,39.2910140000001,Maryland Transit Administration,0,-8528285.264,4763442.9731
1263,MPA1108,Honeywell Copr Contractor Projects,Areawide,Dundalk Marine Terminal,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=171,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1264,MPA1211,Portwide Engineering and Design - Balance,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1265,MPA1281,CMI FY 2018 - Fy 2023,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1266,MPA1286,Portwide Engineering and Design Contracts,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1267,MPA1400,Environmental Remediation,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1268,MPA1706,Agency Wide Comprehensive Paving XI,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1269,MPA1730,Agency Wide Waterfront Structure Repair,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=183,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1270,MPA1779,CCTV Camera EOL Replacement,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1271,MPA1791,Port Security Grant Program 2019,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1272,MPA1827,Surveying,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1273,MPA1837,Agency Wide Utility Upgrades,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=167,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1274,MPA1842,Agency Wide Paving Repairs,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1275,MPA1851,IT GIS Services - RKK,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1276,MPA1852,IT GIS Services - JMT,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1277,MPA1854,Agency Wide Facility Improvements,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1278,MPA1865,Agency Wide Substructure Repair,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=183,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1279,MPA1941,Wave Camera System Replacement,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1280,MPA1961,Low Emission Vehicles Upgrade (VW Settlement),Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=175,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1281,MPA3038,Sprinkler Repairs,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1282,MPA3106,Railroad Inspection and Construction,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1283,MPA3107,WTC Property Management,Baltimore City,World Trade Center,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=170,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1284,MPA3124,CTIPP Equipment,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1285,MPA3212,Broening Highway Project Support,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1286,MPA3215,IT Database Infrastructure Implementation Support,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1287,MPA3217,World Trade Center Fiber Upgrade and Expansion,Baltimore City,World Trade Center,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=170,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1288,MPA3233,Vehicles and Light Trucks (DA-8 Eligible),Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1289,MPA3501,Open Ended Planning Studies JM,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=183,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1290,MPA5005,SHA Support - Innovative Reuse,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=161,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1291,MPA5101,Poplar Island Construction,Areawide,Dredging - Poplar Island,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=159,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1292,MPA5206,50' Dredging Project - Virginia Channels,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1293,MPA5217,Environmental Studies - MERC,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1294,MPA5220,Environmental Initiatives Program,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1295,MPA5221,Chesapeake Bay Ports System,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1296,MPA5224,Economic Studies - UMCES,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=180,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1297,MPA5231,Mid-Bay Islands,Areawide,Dredging - Mid-Bay,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=160,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1298,MPA5241,Innovative Use,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=161,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1299,MPA5246,Dredging and DMCF Support,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1300,MPA5260,Confined Aquatic Disposal,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1301,MPA5401,MGS Coastal Geology,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1302,MPA5418,Environmental Management System (EMS) Compliance,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1303,MPA5419,Professional Engineering Balance,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1304,MPA5420,Technical Services  Agreement (TSA) II,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1305,MPA5426,Dredging/Coastal Engineering Consulting,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1306,MPA5427,Environmental Engineering Consulting - Straughan,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1307,MPAAWC000188,MPA Diving Services,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1308,MPAAWC000308,CATS/GIS - JMT,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1309,MPAAWC000309,CATS/GIS - KCI,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1310,MPAPRJ000178,WTC Air Handlers & Air Distribution Repairs,Baltimore City,World Trade Center,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=170,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1311,MPAPRJ000181,Innovative Use Projects RFP Solicitation,Statewide,Dredging - Innovative Reuse,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=161,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1312,MPAPRJ000185,"Enhance Cybersecurity - Core Network Backbone, Repl. End of Life Network Switches",Baltimore,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,4,-8528147.7844,4762725.5503
1313,MPAPRJ000186,"Enhance Cybersecurity - Portwide Wireless Links, Replace Legacy Wireless Links",Baltimore,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,4,-8528147.7844,4762725.5503
1314,MPAPRJ000187,Procedures Requiring System & Network Changes,Baltimore,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,4,-8528147.7844,4762725.5503
1315,MPAPRJ000208,Deployment Of CCTV Field Distribution Box (FDB) Protection Mechanisms: Phase 1,Baltimore,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,4,-8528147.7844,4762725.5503
1316,MPAPRJ000209,WTC ACS - Replacement - GENETEC,Baltimore City,World Trade Center,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1317,MPAPRJ000213,Improve MDOT MPA Access Security Control System Phase 2 (2021 PSGP),Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1318,MPAPRJ000217,2021 PSGP Submission: Cyber Auto Rem Phase II,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1319,MPAPRJ000219,2021 PSGP Submission: Cybersecurity Enhancement of Unified Security Platform,Baltimore,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,4,-8528147.7844,4762725.5503
1320,MPAPRJ000220,2021 PSGP Submission: Enhancing Perimeter Security with On-Target Detection Technology,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1321,MPAPRJ000223,Waterfront Structure Inspections,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1322,MPAPRJ000227,New ACC Fiber Project,Baltimore City,Point Breeze,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1323,MPAPRJ000228,Improvement of Cybersecurity of Data Storage Infrastructure,Baltimore City,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1324,MPAPRJ000236,Technical Services Agreement (TSA) IV - MES,Areawide,Dredging - General,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=173,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1325,MPAPRJ000238,Agency Wide Structures Engineering,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=182,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1326,MPAPRJ000242,CCTV Maintenance,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1327,MPAPRJ000288,WTC Elevator Modernization,Baltimore City,World Trade Center,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=170,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1328,MPAPRJ000293,CTP FY 2024-2028 ISD Systems Engineer Resource,Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1329,MPAPRJ000296,Mobile Twic Readers (PSGP22),Baltimore City,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1330,MPAPRJ000297,MPA Security FSA and FSP Updates (PSGP22),Areawide,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=181,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
1331,MPAPRJ000299,High Mast Lighting Upgrades,Baltimore City,All Terminals,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=175,-76.609655,39.286026,Maryland Port Administration,0,-8528147.7844,4762725.5503
